Isolate,Collection_date,Geo_origin,Muts_counts,Gene
ISL_560012,2020-09-05,UK,6,N
ISL_560042,2020-09-03,UK,4,N
ISL_560759,2020-04-06,USA,1,N
ISL_560797,2020-08-30,USA,2,N
ISL_560831,2020-09-18,USA,2,N
ISL_560888,2020-06-01,USA,1,N
ISL_560913,2020-05-04,USA,1,N
ISL_560937,2020-06-21,USA,1,N
ISL_560945,2020-06-21,USA,3,N
ISL_565856,2020-06-29,USA,1,N
ISL_565886,2020-04-17,USA,1,N
ISL_565902,2020-05-04,USA,1,N
ISL_565957,2020-04-03,USA,1,N
ISL_565989,2020-04-06,USA,1,N
ISL_566016,2020-08-18,USA,3,N
ISL_566024,2020-03-15,USA,1,N
ISL_566096,2020-06-27,USA,3,N
ISL_566135,2020-09-16,UK,2,N
ISL_566248,2020-09-16,UK,3,N
ISL_566401,2020-09-16,UK,4,N
ISL_566425,2020-09-10,UK,2,N
ISL_566442,2020-09-10,UK,2,N
ISL_566464,2020-09-10,UK,3,N
ISL_566583,2020-09-06,UK,4,N
ISL_566660,2020-09-10,UK,3,N
ISL_566678,2020-09-10,UK,6,N
ISL_566899,2020-09-10,UK,4,N
ISL_566902,2020-09-09,UK,2,N
ISL_566953,2020-09-10,UK,2,N
ISL_567014,2020-09-11,UK,3,N
ISL_567022,2020-09-10,UK,6,N
ISL_567047,2020-09-10,UK,1,N
ISL_567068,2020-09-11,UK,3,N
ISL_567228,2020-09-11,UK,2,N
ISL_567249,2020-09-11,UK,2,N
ISL_567256,2020-09-11,UK,2,N
ISL_567259,2020-09-10,UK,4,N
ISL_567380,2020-09-10,UK,4,N
ISL_567409,2020-09-13,UK,4,N
ISL_567420,2020-09-10,UK,4,N
ISL_567464,2020-09-09,UK,2,N
ISL_567485,2020-09-10,UK,6,N
ISL_567503,2020-09-10,UK,4,N
ISL_567565,2020-09-10,UK,2,N
ISL_567711,2020-09-11,UK,6,N
ISL_567810,2020-09-10,UK,2,N
ISL_567812,2020-09-11,UK,6,N
ISL_568038,2020-09-09,UK,4,N
ISL_568040,2020-09-10,UK,4,N
ISL_568092,2020-09-09,UK,4,N
ISL_568242,2020-09-10,UK,2,N
ISL_568356,2020-08-26,UK,1,N
ISL_568433,2020-08-28,UK,4,N
ISL_568447,2020-08-28,UK,4,N
ISL_568464,2020-08-27,UK,1,N
ISL_568594,2020-09-11,USA,1,N
ISL_568597,2020-07-23,USA,1,N
ISL_568665,2020-09-14,USA,3,N
ISL_568667,2020-09-14,USA,2,N
ISL_568668,2020-09-14,USA,4,N
ISL_569622,2020-08-05,USA,3,N
ISL_569626,2020-09-03,USA,3,N
ISL_569640,2020-09-03,USA,2,N
ISL_569654,2020-09-04,USA,1,N
ISL_569693,2020-06-02,USA,1,N
ISL_569710,2020-06-04,USA,5,N
ISL_569724,2020-06-04,USA,2,N
ISL_569919,2020-07-01,USA,4,N
ISL_569944,2020-07-10,USA,1,N
ISL_570056,2020-04-06,USA,1,N
ISL_570090,2020-04-02,USA,1,N
ISL_570093,2020-04-01,USA,1,N
ISL_570166,2020-04-06,USA,1,N
ISL_570206,2020-05-01,USA,1,N
ISL_570274,2020-06-01,USA,4,N
ISL_570312,2020-06-06,USA,4,N
ISL_570386,2020-06-19,USA,4,N
ISL_570392,2020-06-22,USA,1,N
ISL_570469,2020-06-24,USA,2,N
ISL_570519,2020-06-27,USA,3,N
ISL_570580,2020-08-11,USA,4,N
ISL_570633,2020-08-05,USA,1,N
ISL_570655,2020-08-06,USA,3,N
ISL_570663,2020-08-06,USA,3,N
ISL_570691,2020-08-05,USA,2,N
ISL_570694,2020-08-05,USA,2,N
ISL_570695,2020-08-05,USA,3,N
ISL_570755,2020-08-06,USA,2,N
ISL_570781,2020-09-01,USA,2,N
ISL_570817,2020-08-01,USA,4,N
ISL_570864,2020-06-26,USA,4,N
ISL_570959,2020-07-01,USA,2,N
ISL_570963,2020-07-03,USA,1,N
ISL_571030,2020-03-19,USA,1,N
ISL_571096,2020-03-23,USA,1,N
ISL_571310,2020-03-17,USA,1,N
ISL_571405,2020-03-18,USA,1,N
ISL_571417,2020-03-20,USA,1,N
ISL_571463,2020-03-21,USA,1,N
ISL_571500,2020-03-23,USA,1,N
ISL_571514,2020-03-18,USA,1,N
ISL_571613,2020-03-19,USA,1,N
ISL_571647,2020-03-16,USA,1,N
ISL_571765,2020-03-15,USA,1,N
ISL_571809,2020-03-20,USA,1,N
ISL_571810,2020-03-20,USA,1,N
ISL_571837,2020-03-19,USA,1,N
ISL_571866,2020-03-20,USA,4,N
ISL_571901,2020-03-18,USA,1,N
ISL_571909,2020-03-20,USA,1,N
ISL_571918,2020-03-16,USA,1,N
ISL_571959,2020-03-17,USA,1,N
ISL_572002,2020-03-17,USA,1,N
ISL_572023,2020-03-16,USA,1,N
ISL_572100,2020-03-17,USA,1,N
ISL_572128,2020-03-16,USA,1,N
ISL_572195,2020-08-19,USA,1,N
ISL_572229,2020-07-10,USA,2,N
ISL_572240,2020-07-13,USA,2,N
ISL_572269,2020-09-02,USA,1,N
ISL_572538,2020-09-22,UK,4,N
ISL_572605,2020-09-27,UK,2,N
ISL_572635,2020-09-11,UK,2,N
ISL_572701,2020-07-29,UK,5,N
ISL_572852,2020-09-17,UK,1,N
ISL_572891,2020-09-10,UK,5,N
ISL_572979,2020-08-28,UK,4,N
ISL_573007,2020-08-28,UK,6,N
ISL_573011,2020-08-27,UK,4,N
ISL_573075,2020-09-09,UK,2,N
ISL_573236,2020-05-13,UK,4,N
ISL_573243,2020-05-12,UK,4,N
ISL_573296,2020-09-08,UK,2,N
ISL_573321,2020-09-02,UK,4,N
ISL_573332,2020-07-21,UK,5,N
ISL_573404,2020-09-17,UK,6,N
ISL_573527,2020-09-08,UK,6,N
ISL_573602,2020-09-09,UK,6,N
ISL_573686,2020-09-21,UK,2,N
ISL_573782,2020-09-10,UK,2,N
ISL_573794,2020-09-15,UK,2,N
ISL_573857,2020-09-16,UK,2,N
ISL_573859,2020-09-16,UK,4,N
ISL_573902,2020-09-21,UK,2,N
ISL_573949,2020-09-19,UK,2,N
ISL_574080,2020-09-16,UK,2,N
ISL_574105,2020-05-31,UK,1,N
ISL_574281,2020-08-26,USA,2,N
ISL_574282,2020-08-25,USA,1,N
ISL_574347,2020-08-15,USA,1,N
ISL_574358,2020-08-22,USA,1,N
ISL_574373,2020-08-22,USA,1,N
ISL_574400,2020-08-22,USA,1,N
ISL_574407,2020-08-25,USA,1,N
ISL_574419,2020-08-26,USA,1,N
ISL_574424,2020-08-26,USA,1,N
ISL_574462,2020-05-14,USA,1,N
ISL_574474,2020-06-18,USA,1,N
ISL_574571,2020-07-10,USA,4,N
ISL_574665,2020-09-09,USA,2,N
ISL_575103,2020-04-03,USA,1,N
ISL_575127,2020-05-14,USA,1,N
ISL_575230,2020-06-01,USA,1,N
ISL_575294,2020-09-03,USA,3,N
ISL_575300,2020-09-03,USA,2,N
ISL_575315,2020-09-02,USA,3,N
ISL_575398,2020-09-22,UK,2,N
ISL_575406,2020-09-16,UK,4,N
ISL_575453,2020-09-16,UK,2,N
ISL_575773,2020-08-21,UK,2,N
ISL_575802,2020-08-17,UK,2,N
ISL_575806,2020-08-20,UK,4,N
ISL_575833,2020-08-20,UK,3,N
ISL_576001,2020-09-14,UK,2,N
ISL_576206,2020-09-26,USA,3,N
ISL_576207,2020-09-26,USA,3,N
ISL_576224,2020-03-25,USA,1,N
ISL_576236,2020-09-16,USA,3,N
ISL_576241,2020-09-16,USA,3,N
ISL_576247,2020-09-16,USA,3,N
ISL_576306,2020-07-19,USA,3,N
ISL_576313,2020-07-19,USA,3,N
ISL_576324,2020-07-19,USA,3,N
ISL_576353,2020-09-08,USA,4,N
ISL_576484,2020-08-10,USA,2,N
ISL_576534,2020-06-29,USA,4,N
ISL_576535,2020-06-08,USA,4,N
ISL_576571,2020-09-18,UK,4,N
ISL_576597,2020-09-18,UK,4,N
ISL_576603,2020-09-18,UK,2,N
ISL_576730,2020-09-18,UK,4,N
ISL_576737,2020-09-18,UK,2,N
ISL_576798,2020-09-18,UK,5,N
ISL_576852,2020-09-18,UK,4,N
ISL_576889,2020-09-04,UK,4,N
ISL_577004,2020-08-26,UK,2,N
ISL_577258,2020-09-05,UK,4,N
ISL_577470,2020-09-21,UK,2,N
ISL_577480,2020-09-18,UK,2,N
ISL_577485,2020-09-17,UK,2,N
ISL_577579,2020-09-02,USA,4,N
ISL_577580,2020-09-03,USA,3,N
ISL_577588,2020-09-01,USA,2,N
ISL_577591,2020-09-15,USA,4,N
ISL_578354,2020-04-17,USA,1,N
ISL_578449,2020-04-13,USA,1,N
ISL_578518,2020-04-20,USA,1,N
ISL_578557,2020-04-22,USA,1,N
ISL_578571,2020-07-28,USA,1,N
ISL_578595,2020-05-19,USA,2,N
ISL_578608,2020-05-18,USA,6,N
ISL_578625,2020-05-20,USA,4,N
ISL_578694,2020-06-08,USA,1,N
ISL_578714,2020-05-12,USA,1,N
ISL_578730,2020-05-19,USA,2,N
ISL_578744,2020-05-21,USA,1,N
ISL_578760,2020-05-25,USA,1,N
ISL_578867,2020-06-22,USA,1,N
ISL_578927,2020-08-03,USA,1,N
ISL_578938,2020-08-04,USA,1,N
ISL_578951,2020-08-05,USA,2,N
ISL_578990,2020-06-30,USA,1,N
ISL_579004,2020-06-30,USA,2,N
ISL_579005,2020-06-30,USA,4,N
ISL_579016,2020-07-01,USA,2,N
ISL_579046,2020-08-06,USA,1,N
ISL_579057,2020-08-07,USA,4,N
ISL_579770,2020-09-22,UK,6,N
ISL_579821,2020-09-22,UK,2,N
ISL_579956,2020-09-24,UK,4,N
ISL_580052,2020-09-24,UK,2,N
ISL_580066,2020-09-24,UK,4,N
ISL_580289,2020-09-24,UK,4,N
ISL_580294,2020-09-24,UK,4,N
ISL_580384,2020-09-24,UK,2,N
ISL_580463,2020-09-24,UK,4,N
ISL_580549,2020-09-24,UK,4,N
ISL_580611,2020-09-24,UK,2,N
ISL_580743,2020-09-24,UK,2,N
ISL_580852,2020-09-23,UK,5,N
ISL_580933,2020-09-21,UK,4,N
ISL_580984,2020-09-21,UK,2,N
ISL_581231,2020-09-21,UK,2,N
ISL_581354,2020-09-21,UK,2,N
ISL_581393,2020-07-02,UK,2,N
ISL_581518,2020-08-08,USA,4,N
ISL_581543,2020-07-12,USA,4,N
ISL_581553,2020-07-13,USA,2,N
ISL_581566,2020-07-28,USA,2,N
ISL_582856,2020-06-27,USA,2,N
ISL_582874,2020-07-06,USA,2,N
ISL_582882,2020-07-14,USA,2,N
ISL_582899,2020-09-02,USA,2,N
ISL_582933,2020-09-09,USA,2,N
ISL_582952,2020-09-04,USA,5,N
ISL_582972,2020-07-23,USA,4,N
ISL_582988,2020-08-19,USA,2,N
ISL_582993,2020-08-19,USA,3,N
ISL_582994,2020-08-19,USA,3,N
ISL_582997,2020-08-20,USA,2,N
ISL_583003,2020-08-26,USA,2,N
ISL_583007,2020-08-31,USA,3,N
ISL_583020,2020-09-08,USA,3,N
ISL_583023,2020-09-08,USA,3,N
ISL_583036,2020-09-16,USA,3,N
ISL_583040,2020-09-16,USA,3,N
ISL_583058,2020-06-26,USA,4,N
ISL_583085,2020-07-21,USA,2,N
ISL_583101,2020-07-30,USA,1,N
ISL_583109,2020-08-04,USA,2,N
ISL_583115,2020-08-03,USA,4,N
ISL_583117,2020-08-06,USA,2,N
ISL_583154,2020-08-31,USA,2,N
ISL_583164,2020-09-04,USA,2,N
ISL_583229,2020-09-09,USA,1,N
ISL_583273,2020-08-28,USA,2,N
ISL_583317,2020-09-04,USA,3,N
ISL_583319,2020-09-03,USA,3,N
ISL_583389,2020-09-14,USA,2,N
ISL_583391,2020-09-10,USA,2,N
ISL_583405,2020-09-24,USA,1,N
ISL_583415,2020-09-23,USA,2,N
ISL_583420,2020-09-24,USA,3,N
ISL_583423,2020-09-25,USA,1,N
ISL_583478,2020-05-02,USA,1,N
ISL_584131,2020-05-14,USA,4,N
ISL_584389,2020-09-24,UK,2,N
ISL_584419,2020-09-24,UK,2,N
ISL_584516,2020-05-05,UK,5,N
ISL_584533,2020-06-04,UK,4,N
ISL_584556,2020-06-14,UK,4,N
ISL_584616,2020-06-18,UK,7,N
ISL_584673,2020-08-26,UK,2,N
ISL_584700,2020-09-28,UK,4,N
ISL_584866,2020-09-24,UK,6,N
ISL_584944,2020-09-29,UK,4,N
ISL_584975,2020-10-03,UK,2,N
ISL_585030,2020-09-30,UK,5,N
ISL_585094,2020-03-30,UK,4,N
ISL_585099,2020-03-30,UK,1,N
ISL_585114,2020-03-27,UK,4,N
ISL_585115,2020-03-27,UK,1,N
ISL_585163,2020-03-30,UK,4,N
ISL_585174,2020-03-31,UK,1,N
ISL_585221,2020-09-10,UK,4,N
ISL_585262,2020-09-17,UK,3,N
ISL_585285,2020-09-21,UK,2,N
ISL_585528,2020-09-24,UK,2,N
ISL_585826,2020-10-04,UK,2,N
ISL_586008,2020-10-05,UK,2,N
ISL_586256,2020-06-29,USA,1,N
ISL_586573,2020-10-05,UK,4,N
ISL_586691,2020-10-05,UK,2,N
ISL_586738,2020-10-05,UK,2,N
ISL_586895,2020-10-06,UK,2,N
ISL_586941,2020-10-05,UK,3,N
ISL_587016,2020-10-06,UK,2,N
ISL_587409,2020-09-29,UK,2,N
ISL_587655,2020-10-01,UK,4,N
ISL_587668,2020-10-01,UK,4,N
ISL_587709,2020-10-01,UK,4,N
ISL_587792,2020-10-01,UK,4,N
ISL_587839,2020-10-02,UK,4,N
ISL_587887,2020-10-01,UK,2,N
ISL_588165,2020-09-29,UK,4,N
ISL_588180,2020-09-28,UK,5,N
ISL_588190,2020-09-27,UK,2,N
ISL_588196,2020-09-29,UK,5,N
ISL_588224,2020-09-28,UK,2,N
ISL_588296,2020-09-25,UK,4,N
ISL_588351,2020-09-25,UK,2,N
ISL_588363,2020-09-25,UK,1,N
ISL_588399,2020-09-25,UK,2,N
ISL_588443,2020-09-24,UK,2,N
ISL_588553,2020-09-25,UK,4,N
ISL_588615,2020-09-22,UK,2,N
ISL_588632,2020-09-24,UK,1,N
ISL_588736,2020-09-26,UK,3,N
ISL_588751,2020-09-25,UK,2,N
ISL_588805,2020-09-27,UK,2,N
ISL_588855,2020-09-27,UK,4,N
ISL_588866,2020-09-27,UK,4,N
ISL_588952,2020-09-25,UK,2,N
ISL_588959,2020-09-27,UK,4,N
ISL_588989,2020-09-26,UK,2,N
ISL_589081,2020-09-24,UK,4,N
ISL_589132,2020-09-25,UK,2,N
ISL_589174,2020-09-24,UK,2,N
ISL_589323,2020-05-08,UK,4,N
ISL_589340,2020-05-05,UK,1,N
ISL_589355,2020-04-28,UK,4,N
ISL_589363,2020-05-05,UK,1,N
ISL_589368,2020-05-06,UK,1,N
ISL_589389,2020-05-08,UK,1,N
ISL_589397,2020-05-06,UK,4,N
ISL_589471,2020-05-05,UK,4,N
ISL_589500,2020-05-05,UK,1,N
ISL_589553,2020-09-24,UK,4,N
ISL_589653,2020-09-24,UK,4,N
ISL_589816,2020-09-16,UK,6,N
ISL_589888,2020-09-16,UK,6,N
ISL_589900,2020-09-16,UK,2,N
ISL_590088,2020-09-17,UK,4,N
ISL_590107,2020-09-17,UK,7,N
ISL_590155,2020-09-17,UK,6,N
ISL_590197,2020-09-03,UK,2,N
ISL_590256,2020-09-07,UK,4,N
ISL_590552,2020-09-04,UK,3,N
ISL_590602,2020-09-08,UK,4,N
ISL_590640,2020-09-09,UK,4,N
ISL_590702,2020-09-25,USA,3,N
ISL_590726,2020-09-26,USA,3,N
ISL_590781,2020-04-13,USA,1,N
ISL_590783,2020-04-13,USA,1,N
ISL_590806,2020-04-14,USA,1,N
ISL_590810,2020-04-14,USA,1,N
ISL_591033,2020-09-28,USA,3,N
ISL_593807,2020-09-19,UK,2,N
ISL_593834,2020-09-16,UK,2,N
ISL_594044,2020-07-06,USA,1,N
ISL_594253,2020-05-29,USA,1,N
ISL_594279,2020-05-21,USA,1,N
ISL_594333,2020-07-03,USA,4,N
ISL_594341,2020-07-03,USA,2,N
ISL_594366,2020-08-05,USA,1,N
ISL_594523,2020-09-24,UK,2,N
ISL_594606,2020-10-01,UK,2,N
ISL_594609,2020-10-08,UK,2,N
ISL_594634,2020-09-22,UK,4,N
ISL_594974,2020-09-23,UK,4,N
ISL_595534,2020-09-30,UK,2,N
ISL_595564,2020-09-25,UK,2,N
ISL_595731,2020-09-27,UK,3,N
ISL_595863,2020-10-04,UK,2,N
ISL_596200,2020-10-05,UK,2,N
ISL_596386,2020-01-19,USA,1,N
ISL_596394,2020-09-18,USA,1,N
ISL_596440,2020-10-05,USA,3,N
ISL_596626,2020-10-13,USA,4,N
ISL_597374,2020-10-08,UK,5,N
ISL_597421,2020-10-12,UK,2,N
ISL_597500,2020-10-12,UK,4,N
ISL_597628,2020-10-07,UK,2,N
ISL_597646,2020-10-07,UK,3,N
ISL_597805,2020-10-07,UK,4,N
ISL_597807,2020-10-07,UK,5,N
ISL_597876,2020-10-07,UK,2,N
ISL_597896,2020-10-07,UK,4,N
ISL_598133,2020-10-07,UK,2,N
ISL_598162,2020-10-07,UK,2,N
ISL_598459,2020-10-06,UK,6,N
ISL_598460,2020-10-06,UK,3,N
ISL_598520,2020-10-06,UK,2,N
ISL_598626,2020-10-04,UK,1,N
ISL_598781,2020-10-06,UK,2,N
ISL_598794,2020-10-06,UK,2,N
ISL_598839,2020-10-01,UK,4,N
ISL_598899,2020-10-01,UK,3,N
ISL_598900,2020-10-01,UK,3,N
ISL_598965,2020-10-01,UK,4,N
ISL_599128,2020-10-01,UK,2,N
ISL_599484,2020-09-21,UK,4,N
ISL_599531,2020-09-21,UK,2,N
ISL_599600,2020-09-21,UK,4,N
ISL_599679,2020-09-21,UK,6,N
ISL_599688,2020-09-21,UK,7,N
ISL_599738,2020-09-21,UK,2,N
ISL_599741,2020-09-21,UK,4,N
ISL_599917,2020-10-01,UK,6,N
ISL_600152,2020-09-30,UK,4,N
ISL_600165,2020-10-02,UK,2,N
ISL_600235,2020-10-02,UK,6,N
ISL_600309,2020-09-30,UK,2,N
ISL_600345,2020-09-30,UK,3,N
ISL_600488,2020-10-02,UK,2,N
ISL_600561,2020-09-29,UK,3,N
ISL_600574,2020-09-29,UK,3,N
ISL_600613,2020-09-29,UK,4,N
ISL_600771,2020-09-24,UK,2,N
ISL_600799,2020-09-24,UK,4,N
ISL_600801,2020-09-24,UK,2,N
ISL_601208,2020-09-21,UK,6,N
ISL_601255,2020-09-21,UK,4,N
ISL_601276,2020-09-21,UK,2,N
ISL_601280,2020-09-19,UK,6,N
ISL_601607,2020-09-19,UK,4,N
ISL_601638,2020-09-18,UK,3,N
ISL_601755,2020-09-19,UK,4,N
ISL_601800,2020-09-16,UK,2,N
ISL_601930,2020-09-17,UK,2,N
ISL_602053,2020-09-07,UK,2,N
ISL_602143,2020-09-08,UK,4,N
ISL_602173,2020-08-24,USA,2,N
ISL_602180,2020-08-24,USA,2,N
ISL_602183,2020-08-24,USA,2,N
ISL_602201,2020-08-24,USA,1,N
ISL_602224,2020-06-15,USA,2,N
ISL_602968,2020-09-17,USA,2,N
ISL_602970,2020-09-17,USA,2,N
ISL_602989,2020-10-06,USA,2,N
ISL_602994,2020-10-11,USA,2,N
ISL_603000,2020-09-24,USA,4,N
ISL_603017,2020-10-12,USA,2,N
ISL_603019,2020-10-17,USA,2,N
ISL_603253,2020-08-10,USA,1,N
ISL_603800,2020-03-18,USA,1,N
ISL_603900,2020-03-19,USA,4,N
ISL_603901,2020-03-18,USA,1,N
ISL_603935,2020-03-19,USA,1,N
ISL_603991,2020-03-16,USA,1,N
ISL_603992,2020-03-17,USA,1,N
ISL_603997,2020-03-16,USA,1,N
ISL_604001,2020-03-17,USA,1,N
ISL_604088,2020-03-16,USA,1,N
ISL_604145,2020-03-14,USA,1,N
ISL_604170,2020-03-14,USA,1,N
ISL_604201,2020-03-15,USA,1,N
ISL_604275,2020-03-15,USA,1,N
ISL_604377,2020-03-17,USA,1,N
ISL_604390,2020-03-19,USA,1,N
ISL_604404,2020-03-19,USA,1,N
ISL_604514,2020-03-15,USA,1,N
ISL_604540,2020-03-13,USA,1,N
ISL_604549,2020-03-15,USA,1,N
ISL_604578,2020-03-12,USA,1,N
ISL_604646,2020-03-14,USA,1,N
ISL_604723,2020-03-15,USA,1,N
ISL_604823,2020-03-14,USA,1,N
ISL_604973,2020-03-13,USA,1,N
ISL_604982,2020-03-13,USA,1,N
ISL_605057,2020-03-17,USA,1,N
ISL_605159,2020-07-18,USA,1,N
ISL_605242,2020-07-19,USA,3,N
ISL_605288,2020-07-19,USA,3,N
ISL_605311,2020-07-18,USA,4,N
ISL_605320,2020-07-26,USA,3,N
ISL_605323,2020-07-25,USA,3,N
ISL_605345,2020-07-25,USA,5,N
ISL_605349,2020-07-27,USA,1,N
ISL_605416,2020-09-14,USA,4,N
ISL_605474,2020-09-21,USA,4,N
ISL_605483,2020-09-25,USA,4,N
ISL_605490,2020-09-17,USA,4,N
ISL_605502,2020-09-15,USA,2,N
ISL_605509,2020-09-09,USA,3,N
ISL_605516,2020-09-11,USA,3,N
ISL_605530,2020-09-10,USA,2,N
ISL_605538,2020-09-17,USA,2,N
ISL_605541,2020-09-16,USA,2,N
ISL_605550,2020-09-11,USA,1,N
ISL_605561,2020-09-11,USA,2,N
ISL_605566,2020-09-11,USA,3,N
ISL_605581,2020-09-11,USA,2,N
ISL_605583,2020-09-09,USA,2,N
ISL_605606,2020-09-10,USA,3,N
ISL_605614,2020-09-24,USA,4,N
ISL_605646,2020-09-16,USA,3,N
ISL_605654,2020-09-16,USA,3,N
ISL_605661,2020-09-14,USA,2,N
ISL_605676,2020-09-09,USA,3,N
ISL_605684,2020-09-09,USA,2,N
ISL_605699,2020-09-09,USA,3,N
ISL_605703,2020-09-11,USA,1,N
ISL_605767,2020-09-29,USA,3,N
ISL_606008,2020-10-17,UK,2,N
ISL_606061,2020-10-17,UK,2,N
ISL_606074,2020-10-17,UK,2,N
ISL_606093,2020-10-17,UK,4,N
ISL_606112,2020-10-17,UK,4,N
ISL_606167,2020-10-17,UK,5,N
ISL_606509,2020-10-13,UK,2,N
ISL_606725,2020-10-11,UK,2,N
ISL_607009,2020-10-15,UK,2,N
ISL_607174,2020-10-15,UK,2,N
ISL_607232,2020-10-15,UK,4,N
ISL_607255,2020-10-14,UK,2,N
ISL_607501,2020-10-14,UK,2,N
ISL_607690,2020-10-15,UK,4,N
ISL_607722,2020-10-15,UK,2,N
ISL_607834,2020-10-15,UK,2,N
ISL_608067,2020-10-15,UK,4,N
ISL_608073,2020-10-15,UK,2,N
ISL_608153,2020-10-14,UK,6,N
ISL_608199,2020-10-15,UK,2,N
ISL_608208,2020-10-14,UK,2,N
ISL_608475,2020-10-11,UK,2,N
ISL_608713,2020-10-08,UK,4,N
ISL_608824,2020-10-09,UK,7,N
ISL_608875,2020-10-08,UK,2,N
ISL_608934,2020-10-09,UK,4,N
ISL_608952,2020-10-12,UK,2,N
ISL_608999,2020-10-12,UK,2,N
ISL_609356,2020-10-05,UK,2,N
ISL_609512,2020-10-07,UK,1,N
ISL_609541,2020-10-04,UK,2,N
ISL_609651,2020-10-06,UK,2,N
ISL_609748,2020-10-06,UK,4,N
ISL_609846,2020-10-05,UK,2,N
ISL_609981,2020-09-05,USA,1,N
ISL_610045,2020-07-02,USA,3,N
ISL_610058,2020-10-12,USA,1,N
ISL_610079,2020-10-13,USA,1,N
ISL_610091,2020-10-12,USA,2,N
ISL_610115,2020-10-15,USA,4,N
ISL_610125,2020-08-04,USA,4,N
ISL_610146,2020-08-14,USA,3,N
ISL_610282,2020-05-03,USA,1,N
ISL_610293,2020-10-17,UK,2,N
ISL_610756,2020-10-14,UK,2,N
ISL_610828,2020-10-14,UK,2,N
ISL_611189,2020-10-19,UK,2,N
ISL_611221,2020-10-19,UK,2,N
ISL_611290,2020-10-20,UK,2,N
ISL_611433,2020-10-20,UK,4,N
ISL_611815,2020-09-30,UK,2,N
ISL_611841,2020-10-08,UK,2,N
ISL_611858,2020-10-11,UK,4,N
ISL_611881,2020-09-30,UK,2,N
ISL_612246,2020-10-07,UK,2,N
ISL_612272,2020-10-08,UK,2,N
ISL_612466,2020-10-01,UK,2,N
ISL_612649,2020-10-13,UK,2,N
ISL_612653,2020-10-16,UK,2,N
ISL_612724,2020-10-13,UK,2,N
ISL_612823,2020-10-16,UK,2,N
ISL_612891,2020-10-22,UK,2,N
ISL_612949,2020-10-16,UK,2,N
ISL_613163,2020-10-19,UK,2,N
ISL_613252,2020-10-20,UK,2,N
ISL_613467,2020-08-21,USA,2,N
ISL_613492,2020-10-01,USA,2,N
ISL_613510,2020-10-16,USA,3,N
ISL_613520,2020-10-18,USA,2,N
ISL_613841,2020-07-31,USA,1,N
ISL_613861,2020-10-02,USA,1,N
ISL_613866,2020-10-02,USA,2,N
ISL_613907,2020-04-08,USA,1,N
ISL_613950,2020-07-29,USA,4,N
ISL_614022,2020-08-20,USA,2,N
ISL_614038,2020-08-20,USA,2,N
ISL_614043,2020-08-20,USA,3,N
ISL_614060,2020-09-16,USA,4,N
ISL_614103,2020-05-14,USA,4,N
ISL_614134,2020-09-10,USA,1,N
ISL_614148,2020-10-01,USA,3,N
ISL_614153,2020-10-05,USA,6,N
ISL_614172,2020-10-14,USA,1,N
ISL_614177,2020-10-14,USA,2,N
ISL_614180,2020-10-03,USA,4,N
ISL_614198,2020-10-06,USA,1,N
ISL_614203,2020-10-18,USA,4,N
ISL_614213,2020-10-10,USA,2,N
ISL_614215,2020-10-19,USA,2,N
ISL_614245,2020-10-20,USA,2,N
ISL_614251,2020-06-05,USA,1,N
ISL_622875,2020-10-16,UK,3,N
ISL_623208,2020-04-20,USA,1,N
ISL_623690,2020-10-23,UK,2,N
ISL_623807,2020-10-21,UK,2,N
ISL_623916,2020-10-22,UK,2,N
ISL_623937,2020-10-22,UK,4,N
ISL_623949,2020-10-22,UK,4,N
ISL_624304,2020-10-22,UK,2,N
ISL_624321,2020-10-22,UK,2,N
ISL_624408,2020-10-22,UK,2,N
ISL_624419,2020-10-22,UK,2,N
ISL_624587,2020-10-19,UK,3,N
ISL_624942,2020-10-21,UK,4,N
ISL_624970,2020-10-22,UK,2,N
ISL_625073,2020-10-22,UK,1,N
ISL_625244,2020-10-22,UK,2,N
ISL_625482,2020-09-23,USA,2,N
ISL_625531,2020-09-15,USA,2,N
ISL_625553,2020-07-16,USA,4,N
ISL_625569,2020-07-24,USA,4,N
ISL_625588,2020-08-02,USA,4,N
ISL_625610,2020-10-07,USA,3,N
ISL_625623,2020-07-23,USA,2,N
ISL_625636,2020-09-22,USA,2,N
ISL_625656,2020-10-01,USA,4,N
ISL_626411,2020-04-16,USA,1,N
ISL_626967,2020-10-16,UK,2,N
ISL_627016,2020-10-16,UK,6,N
ISL_627342,2020-09-20,UK,6,N
ISL_627947,2020-10-25,UK,5,N
ISL_628055,2020-10-25,UK,3,N
ISL_628218,2020-10-23,UK,2,N
ISL_628277,2020-10-21,UK,2,N
ISL_628375,2020-10-05,UK,2,N
ISL_628409,2020-10-05,UK,2,N
ISL_628810,2020-10-15,USA,2,N
ISL_628820,2020-10-16,USA,2,N
ISL_628854,2020-10-15,USA,1,N
ISL_628855,2020-10-17,USA,3,N
ISL_628861,2020-10-16,USA,4,N
ISL_628868,2020-10-19,USA,4,N
ISL_628883,2020-10-19,USA,2,N
ISL_628947,2020-09-26,USA,2,N
ISL_628948,2020-09-25,USA,1,N
ISL_628989,2020-05-13,USA,1,N
ISL_628998,2020-05-12,USA,2,N
ISL_629053,2020-10-13,USA,2,N
ISL_629057,2020-10-13,USA,2,N
ISL_629129,2020-10-21,UK,4,N
ISL_629196,2020-10-21,UK,2,N
